credit_score,salary,loan_amount,experience_years,company_stability,education_level,college_tier,device_age_days,email_age_years,upi_usage,phone_verified,linkedin_skills_count,linkedin_verified,vpn_usage,multiple_devices,disposable_email,impossible_login,job_stability_score,education_score,linkedin_score,device_trust_score,email_trust_score,default
668,247506,22388,13,1,2,3,574,2,1,1,46,1,0,0,0,0,5.8,4.0,10.0,6.87,5.2,0
835,69725,41523,10,1,1,3,317,2,2,0,5,0,0,0,0,0,4.6,2.5,2.75,1.585,5.2,0
683,106134,62693,1,5,2,2,637,11,1,1,3,1,0,0,0,0,3.4,5.0,3.65,7.1850000000000005,10.0,0
730,125940,40732,20,6,1,2,418,3,2,1,11,0,0,0,0,0,10.0,3.5,5.65,6.09,5.8,0
382,211012,46646,0,1,2,3,450,7,1,1,22,1,0,0,0,0,1.0,4.0,6.3,6.25,8.2,0
585,82085,26021,10,6,1,3,530,11,2,1,27,0,0,0,0,0,7.6,2.5,6.05,6.65,10.0,0
833,37862,98238,1,5,2,2,532,7,2,1,10,1,0,0,0,0,3.4,5.0,4.7,6.66,8.2,0
758,30265,57776,15,4,3,3,494,0,2,1,27,1,0,1,0,0,8.4,5.5,10.0,6.470000000000001,4.0,0
511,160777,24116,21,5,2,2,628,11,2,1,39,1,0,0,0,0,10.0,5.0,10.0,7.140000000000001,10.0,0
425,206351,77009,2,8,3,2,822,4,2,1,33,1,0,0,0,0,5.6,6.5,8.350000000000001,8.11,6.4,0
712,82471,93271,19,9,3,2,862,13,2,1,47,1,0,0,0,0,10.0,6.5,10.0,8.309999999999999,10.0,0
798,111080,81620,0,2,2,1,267,1,1,0,33,1,0,0,0,0,1.2,6.0,7.95,1.335,4.6,0
724,230906,49771,20,6,2,3,703,9,1,1,20,1,0,0,0,0,10.0,4.0,10.0,7.515000000000001,9.399999999999999,0
842,214051,33756,19,3,4,3,939,5,2,1,35,1,0,0,0,0,9.4,7.0,10.0,8.695,7.0,0
457,75828,87604,7,2,1,2,179,2,2,1,27,1,0,0,0,0,4.0,3.5,8.45,4.895,5.2,0
411,249278,99452,18,1,3,3,470,14,2,1,33,1,0,0,0,0,7.8,5.5,10.0,6.35,10.0,0
701,136884,7919,0,4,3,3,846,11,2,1,40,1,1,0,0,0,2.4,5.5,9.0,8.23,10.0,0
421,128007,28550,4,8,2,1,660,9,2,1,28,1,0,0,0,0,6.4,6.0,8.0,7.3,9.399999999999999,0
572,66104,41524,0,3,2,3,806,9,2,1,25,1,0,0,0,0,1.7999999999999998,4.0,6.75,8.030000000000001,9.399999999999999,0
593,60934,59606,10,5,2,3,120,12,1,0,12,1,0,0,0,0,7.0,4.0,6.8,1.0,10.0,0
697,134420,73819,20,5,4,3,613,12,1,1,33,1,0,0,0,0,10.0,7.0,10.0,7.0649999999999995,10.0,0
770,26050,75227,8,5,3,3,229,8,1,1,18,1,0,0,0,0,6.2,5.5,7.3,5.145,8.8,0
506,195024,28212,4,9,4,2,14,13,2,1,7,1,0,0,0,0,7.0,8.0,4.85,4.07,10.0,0
409,237642,45118,1,8,2,2,541,8,1,1,28,1,0,0,0,0,5.2,5.0,7.4,6.705,8.8,0
739,28484,33602,12,8,2,3,622,7,2,1,42,0,0,0,0,0,9.600000000000001,4.0,8.7,7.109999999999999,8.2,0
577,82648,22540,17,1,1,3,304,1,2,1,39,1,0,0,0,0,7.4,2.5,10.0,5.52,4.6,0
781,79945,40829,24,1,4,2,467,10,1,1,15,1,0,0,0,0,10.0,8.0,10.0,6.335,10.0,0
413,204750,61309,11,2,2,1,937,1,1,1,27,1,0,0,0,0,5.6000000000000005,6.0,9.25,8.684999999999999,4.6,0
776,51323,70403,13,8,2,3,678,10,2,1,29,1,0,0,0,0,10.0,4.0,9.95,7.390000000000001,10.0,0
620,106332,76455,4,1,4,2,971,14,1,1,22,0,0,0,0,0,2.2,8.0,4.1,8.855,10.0,0
478,114605,27277,23,4,2,2,904,1,2,1,28,1,0,0,0,0,10.0,5.0,10.0,8.52,4.6,0
518,238435,64673,9,9,2,2,522,4,2,1,19,1,0,0,0,0,9.0,5.0,7.65,6.609999999999999,6.4,0
827,186433,22676,19,2,1,2,221,11,2,0,16,0,0,0,0,0,8.8,3.5,6.2,1.105,10.0,0
791,30315,47844,1,3,2,2,128,9,2,1,25,1,0,0,0,0,2.1999999999999997,5.0,6.95,4.64,9.399999999999999,0
360,67968,69708,3,6,4,3,394,8,1,1,46,0,0,0,0,0,4.8,7.0,7.5,5.97,8.8,0
353,177591,14752,11,3,2,1,269,6,1,1,38,1,0,0,0,0,6.2,6.0,10.0,5.345,7.6,0
837,29107,86548,10,4,2,3,408,6,2,1,32,1,0,0,1,0,6.4,4.0,9.8,6.04,3.5999999999999996,0
364,75781,79711,3,9,1,3,184,2,1,1,13,1,0,0,0,0,6.6,2.5,5.55,4.92,5.2,0
470,23869,45670,10,9,2,3,423,2,1,1,30,1,0,0,0,0,9.399999999999999,4.0,9.5,6.115,5.2,0
572,100983,72603,8,5,2,3,143,9,2,1,15,1,0,0,0,0,6.2,4.0,6.85,4.715,9.399999999999999,0
834,178442,36478,9,7,1,3,111,2,1,1,20,0,0,0,0,0,7.800000000000001,2.5,4.8,4.555,5.2,0
690,213767,31439,5,9,3,2,394,0,1,1,34,1,0,0,0,0,7.3999999999999995,6.5,9.1,5.97,4.0,0
626,211494,39747,14,8,2,1,464,12,2,1,49,0,0,0,0,0,10.0,6.0,10.0,6.32,10.0,0
407,27971,34810,9,7,3,1,71,11,0,1,18,0,0,1,0,0,7.800000000000001,7.5,4.5,4.355,10.0,0
461,116805,23302,21,8,1,2,969,7,2,1,5,1,0,0,1,0,10.0,3.5,7.95,8.844999999999999,4.2,0
751,45651,71236,20,5,3,3,910,11,2,1,22,1,0,1,0,0,10.0,5.5,10.0,8.55,10.0,0
505,76974,69467,5,5,2,3,575,10,2,1,25,1,1,0,0,0,5.0,4.0,7.75,6.875,10.0,0
315,43446,39841,0,5,2,2,826,1,1,1,8,1,0,0,0,0,3.0,5.0,4.2,8.129999999999999,4.6,0
626,189180,49713,20,1,5,3,16,10,2,1,12,1,0,0,0,0,8.6,8.5,8.8,4.08,10.0,0
301,226251,54546,21,6,1,3,877,6,1,0,43,1,0,0,0,0,10.0,2.5,10.0,4.385,7.6,0
309,23823,8048,23,5,2,2,524,8,2,1,14,0,0,0,0,0,10.0,5.0,6.700000000000001,6.62,8.8,0
733,164526,38290,19,8,2,3,341,13,2,1,31,1,0,0,0,0,10.0,4.0,10.0,5.705,10.0,0
424,155004,63906,20,8,2,3,388,1,2,1,38,1,0,0,0,0,10.0,4.0,10.0,5.9399999999999995,4.6,0
380,161292,81637,3,2,2,2,454,12,1,1,43,1,0,0,0,0,2.4000000000000004,5.0,10.0,6.27,10.0,0
784,225162,34778,22,6,1,3,344,0,0,1,16,0,0,0,0,1,10.0,2.5,6.800000000000001,5.72,4.0,0
449,87965,32425,21,6,3,3,477,4,2,1,44,1,0,0,0,0,10.0,5.5,10.0,6.385,6.4,0
639,179280,88388,13,3,3,2,946,9,2,1,28,1,0,0,0,0,7.0,6.5,9.8,8.73,9.399999999999999,0
428,224052,95036,19,1,3,3,670,4,2,1,48,0,1,0,0,0,8.200000000000001,5.5,10.0,7.35,6.4,0
737,30510,63176,21,7,1,3,297,0,2,1,39,0,0,0,0,0,10.0,2.5,10.0,5.485,4.0,0
800,195117,17674,19,5,2,2,21,8,1,0,17,0,0,0,0,0,10.0,5.0,6.35,1.0,8.8,0
357,161609,67402,7,5,3,3,113,2,1,1,33,1,0,0,0,0,5.800000000000001,5.5,9.350000000000001,4.5649999999999995,5.2,0
497,223755,93731,10,8,1,3,632,13,2,1,48,1,0,0,0,0,8.8,2.5,10.0,7.16,10.0,0
510,125935,94907,14,5,3,3,272,1,2,1,24,0,0,1,0,0,8.600000000000001,5.5,6.4,5.36,4.6,0
344,89134,38053,18,5,1,3,444,11,1,0,11,1,0,0,0,0,10.0,2.5,8.25,2.22,10.0,0
396,92254,16957,7,1,2,3,182,6,2,1,44,1,0,0,0,0,3.4000000000000004,4.0,10.0,4.91,7.6,0
578,164854,77644,12,2,3,2,616,13,1,1,14,1,0,0,0,0,6.000000000000001,6.5,7.5,7.08,10.0,0
834,134780,58616,17,5,3,3,330,11,1,1,42,1,0,0,0,0,9.8,5.5,10.0,5.65,10.0,0
709,145544,22829,21,7,3,3,965,4,2,1,23,1,0,0,0,0,10.0,5.5,10.0,8.825,6.4,0
760,85587,10837,23,3,4,2,724,3,1,1,8,1,1,0,0,0,10.0,8.0,8.8,7.62,5.8,0
690,102238,69141,16,1,3,3,54,3,1,1,39,1,0,0,0,0,7.0,5.5,10.0,4.27,5.8,0
343,95720,20032,5,2,2,3,555,14,2,0,19,1,0,0,1,0,3.2,4.0,6.85,2.775,8.4,0
326,98004,31352,24,3,5,1,220,8,2,1,24,1,0,0,0,0,10.0,10.0,10.0,5.1,8.8,0
396,42072,35215,14,9,3,3,916,8,1,1,46,1,0,0,0,0,10.0,5.5,10.0,8.58,8.8,0
847,101015,61319,12,8,3,3,746,0,0,0,23,1,1,0,0,0,9.600000000000001,5.5,8.85,3.73,4.0,0
518,245075,79642,17,4,2,3,426,11,2,0,48,1,0,0,0,0,9.200000000000001,4.0,10.0,2.13,10.0,0
484,240010,46247,10,8,4,2,273,12,0,1,25,1,0,0,0,0,8.8,8.0,8.75,5.365,10.0,0
368,92746,99302,12,9,2,3,310,9,0,1,13,1,0,0,0,0,10.0,4.0,7.3500000000000005,5.55,9.399999999999999,0
429,196774,48048,0,3,1,3,465,6,1,1,4,1,0,0,0,0,1.7999999999999998,2.5,3.6,6.325,7.6,0
633,122260,80532,17,6,1,3,235,10,1,1,47,1,0,0,0,0,10.0,2.5,10.0,5.175,10.0,0
453,157129,71714,4,8,1,3,113,7,2,1,28,1,0,0,0,0,6.4,2.5,8.0,4.5649999999999995,8.2,0
846,148259,40319,5,7,2,3,996,4,2,1,7,1,0,1,0,0,6.2,4.0,5.05,8.98,6.4,0
378,50916,21025,0,9,3,2,230,6,2,1,16,1,0,0,0,0,5.3999999999999995,6.5,5.4,5.15,7.6,0
712,47268,14780,6,7,3,3,343,7,2,1,42,1,0,0,0,0,6.6000000000000005,5.5,10.0,5.715,8.2,0
845,195050,27706,3,1,1,2,427,7,2,1,21,0,0,0,0,0,1.8000000000000003,3.5,3.75,6.135,8.2,0
468,43259,47916,8,9,3,2,310,14,1,1,17,1,0,0,0,0,8.6,6.5,7.15,5.55,10.0,0
814,204655,80503,14,5,2,1,644,8,2,1,26,1,0,0,0,0,8.600000000000001,6.0,9.7,7.220000000000001,8.8,0
613,99400,35856,5,6,2,3,494,4,2,1,1,1,0,0,0,0,5.6,4.0,4.15,6.470000000000001,6.4,0
331,54293,14179,24,2,2,1,970,1,1,1,0,1,0,0,0,0,10.0,6.0,7.800000000000001,8.85,4.6,0
586,131581,43623,16,2,4,1,466,5,2,1,40,1,0,0,0,0,7.6000000000000005,9.0,10.0,6.33,7.0,0
342,27043,22587,19,4,2,2,445,0,2,1,7,1,0,0,0,0,10.0,5.0,7.8500000000000005,6.225,4.0,0
300,201502,28733,17,4,1,3,403,9,2,1,20,1,0,0,0,0,9.200000000000001,2.5,9.4,6.015000000000001,9.399999999999999,0
569,127009,93306,21,5,2,3,743,5,0,1,23,1,0,0,0,0,10.0,4.0,10.0,7.715,7.0,0
479,58893,8975,3,7,3,2,52,2,0,1,1,1,0,0,0,0,5.4,6.5,3.75,4.26,5.2,0
817,191714,83455,8,1,3,3,219,12,1,1,43,0,0,0,0,0,3.8000000000000003,5.5,8.05,5.095,10.0,0
402,229137,80138,13,4,1,2,858,2,0,1,37,1,0,0,1,0,7.6,3.5,10.0,8.29,1.2,0
309,181940,50463,2,9,1,2,975,6,2,1,27,0,0,0,0,0,6.199999999999999,3.5,4.45,8.875,7.6,0
389,46309,47154,0,8,3,1,20,3,1,1,33,1,0,0,0,0,4.8,7.5,7.95,4.1,5.8,0
525,43284,80676,10,3,3,2,225,4,2,1,11,1,0,1,0,0,5.8,6.5,6.65,5.125,6.4,0
425,146801,91706,0,6,2,3,173,14,1,1,49,1,0,0,0,0,3.5999999999999996,4.0,10.0,4.865,10.0,0
508,133259,33830,11,9,3,2,234,5,2,1,4,0,0,0,0,0,9.8,6.5,2.8000000000000003,5.17,7.0,0
396,120804,77126,24,8,5,3,746,11,2,1,44,1,0,0,0,0,10.0,8.5,10.0,7.73,10.0,0
373,89000,51745,8,7,2,3,255,9,2,1,35,1,0,0,0,0,7.4,4.0,9.85,5.275,9.399999999999999,0
490,104179,35609,4,7,2,1,667,11,2,1,7,1,0,1,0,0,5.800000000000001,6.0,4.85,7.335,10.0,0
355,213179,22401,14,1,1,1,712,13,0,1,29,0,0,0,0,0,6.2,4.5,7.15,7.5600000000000005,10.0,0
331,85049,32729,17,5,3,3,782,5,1,1,9,1,0,0,0,0,9.8,5.5,7.75,7.91,7.0,0
826,49265,50167,8,7,2,2,808,1,2,1,20,1,0,0,0,0,7.4,5.0,7.6,8.04,4.6,0
583,232562,99181,12,2,1,2,25,2,2,0,45,1,0,0,0,0,6.000000000000001,3.5,10.0,1.0,5.2,0
793,43880,62391,12,6,3,2,203,0,2,1,33,1,0,0,0,0,8.4,6.5,10.0,5.015,4.0,0
486,104579,99583,23,2,3,3,18,2,2,0,33,0,0,0,0,0,10.0,5.5,9.55,1.0,5.2,0
797,151327,63171,12,3,1,3,523,7,2,1,3,1,0,0,0,0,6.6000000000000005,2.5,5.8500000000000005,6.615,8.2,0
741,152574,93096,9,1,1,1,302,14,2,1,10,1,0,0,0,0,4.2,4.5,6.3,5.51,10.0,0
429,221264,11647,9,3,2,1,93,3,2,1,21,0,0,0,0,0,5.4,6.0,4.95,4.465,5.8,0
591,85424,26106,21,7,3,2,964,1,1,0,40,1,0,0,0,0,10.0,6.5,10.0,4.82,4.6,0
413,226910,11015,6,5,3,2,218,3,0,1,49,0,0,0,0,0,5.4,6.5,8.55,5.09,5.8,0
498,90966,26506,21,4,2,2,67,13,2,0,22,1,0,0,1,0,10.0,5.0,10.0,1.0,7.8,0
312,192438,29067,4,8,2,3,994,14,2,1,48,1,0,0,0,0,6.4,4.0,10.0,8.969999999999999,10.0,0
570,178497,7056,19,8,3,2,860,6,2,1,33,1,0,0,0,0,10.0,6.5,10.0,8.3,7.6,0
514,203400,34328,6,1,2,2,521,8,2,1,29,1,0,0,0,0,3.0000000000000004,5.0,8.55,6.605,8.8,0
743,87396,82712,19,9,3,2,627,4,1,0,24,1,0,0,0,0,10.0,6.5,10.0,3.135,6.4,0
811,91694,57832,9,9,2,1,657,12,2,0,23,1,0,0,0,0,9.0,6.0,8.25,3.285,10.0,0
746,156878,47771,9,2,4,3,829,4,1,1,24,1,0,0,0,0,4.8,7.0,8.399999999999999,8.145,6.4,0
373,237346,91805,24,2,2,1,340,11,2,1,29,0,0,0,0,0,10.0,6.0,9.15,5.7,10.0,0
836,37106,51515,20,8,2,2,470,4,2,1,38,1,0,0,0,0,10.0,5.0,10.0,6.35,6.4,0
400,76731,69538,23,6,1,1,598,9,2,1,43,1,0,0,0,0,10.0,4.5,10.0,6.99,9.399999999999999,0
475,95010,73650,12,3,3,2,978,8,0,1,15,1,0,0,0,0,6.6000000000000005,6.5,7.65,8.89,8.8,0
726,233605,83978,14,2,2,3,334,6,2,1,9,1,0,0,0,0,6.800000000000001,4.0,7.15,5.67,7.6,0
416,52599,45151,5,5,2,1,219,13,1,1,30,1,0,0,0,0,5.0,6.0,8.5,5.095,10.0,0
465,91326,6629,19,8,5,2,753,2,1,1,10,1,0,0,0,0,10.0,9.5,8.3,7.765000000000001,5.2,0
340,95706,88463,11,6,4,1,134,13,2,1,8,1,0,0,0,0,8.0,9.0,6.4,4.67,10.0,0
728,29004,94432,18,3,5,3,701,1,2,1,35,0,0,0,0,0,9.0,8.5,8.85,7.505,4.6,0
643,135018,33155,10,9,1,3,471,8,1,1,47,1,0,0,0,0,9.399999999999999,2.5,10.0,6.355,8.8,0
723,202436,23288,5,8,4,3,299,2,2,1,18,0,0,0,0,0,6.8,7.0,3.6999999999999997,5.495,5.2,0
665,45792,55588,0,6,2,2,223,12,2,1,4,1,0,0,0,0,3.5999999999999996,5.0,3.6,5.115,10.0,0
419,246824,91951,1,1,1,3,441,10,2,1,11,1,0,0,0,0,1.0,2.5,4.85,6.205,10.0,0
528,215984,41085,22,2,2,2,106,7,2,1,9,1,0,0,0,0,10.0,5.0,8.75,4.53,8.2,0
429,74645,16251,14,4,2,3,929,14,2,0,13,1,0,0,0,0,8.0,4.0,7.75,4.645,10.0,0
651,27232,30574,3,2,1,3,258,11,2,1,19,1,0,0,0,0,2.4000000000000004,2.5,6.45,5.29,10.0,0
617,229282,14623,4,3,2,3,512,3,2,1,19,0,0,0,0,0,3.4,4.0,3.6500000000000004,6.5600000000000005,5.8,0
636,74766,91472,14,8,3,2,742,4,2,1,43,1,0,0,0,0,10.0,6.5,10.0,7.71,6.4,0
572,140601,59715,10,9,2,2,534,7,2,1,35,1,0,0,0,0,9.399999999999999,5.0,10.0,6.67,8.2,0
416,101588,11123,9,6,2,1,514,4,2,0,24,1,0,0,0,0,7.199999999999999,6.0,8.399999999999999,2.57,6.4,0
667,199614,8061,16,4,2,2,827,9,1,1,40,1,0,0,0,0,8.8,5.0,10.0,8.135,9.399999999999999,0
393,25913,44095,1,2,4,3,100,1,0,1,45,1,0,0,0,0,1.6,7.0,9.95,4.5,4.6,0
467,132406,64618,19,7,1,1,714,5,2,1,4,1,0,0,0,0,10.0,4.5,7.4,7.57,7.0,0
640,133693,33451,23,7,2,3,720,6,2,1,40,0,0,0,0,0,10.0,4.0,10.0,7.6,7.6,0
451,113449,86897,9,9,2,3,781,11,2,1,26,1,0,0,0,0,9.0,4.0,8.7,7.904999999999999,10.0,0
573,30567,86443,19,5,4,2,585,0,2,1,1,1,0,0,0,0,10.0,8.0,6.95,6.925,4.0,0
795,58379,39814,2,4,1,2,851,9,1,1,11,1,0,0,0,0,3.2,3.5,5.05,8.254999999999999,9.399999999999999,0
400,226040,90141,18,6,2,3,753,8,2,1,27,1,1,0,0,0,10.0,4.0,10.0,7.765000000000001,8.8,0
381,20319,81868,4,2,2,3,748,5,2,1,43,1,0,0,0,0,2.8,4.0,10.0,7.74,7.0,0
828,110005,42832,2,2,4,1,176,3,2,1,12,1,0,0,0,0,2.0,9.0,5.199999999999999,4.88,5.8,0
372,130990,14445,7,9,2,2,260,1,1,1,20,1,0,0,0,0,8.2,5.0,7.4,5.3,4.6,0
313,243098,38490,4,7,3,3,456,8,2,1,42,1,0,0,0,0,5.800000000000001,5.5,10.0,6.279999999999999,8.8,0
732,237192,34767,11,7,1,3,195,5,2,1,7,1,0,0,0,0,8.600000000000001,2.5,6.25,4.975,7.0,0
456,24791,51057,13,5,5,3,258,8,2,1,11,1,0,0,0,1,8.2,8.5,7.25,5.29,8.8,0
431,248344,85746,6,7,2,3,793,1,2,1,40,1,0,1,0,0,6.6000000000000005,4.0,10.0,7.965,4.6,0
637,151401,94695,10,9,3,3,996,4,1,1,43,1,0,0,0,0,9.399999999999999,5.5,10.0,8.98,6.4,0
703,225459,78100,7,5,2,2,349,5,2,1,10,0,0,0,0,0,5.800000000000001,5.0,2.9000000000000004,5.745,7.0,0
675,81032,46043,4,9,2,3,455,13,2,1,18,1,0,0,0,0,7.0,4.0,6.5,6.275,10.0,0
406,195150,91755,7,1,2,3,147,10,2,1,7,1,0,0,0,0,3.4000000000000004,4.0,5.45,4.735,10.0,0
564,108662,32946,11,3,3,2,118,4,2,1,26,1,0,0,0,0,6.2,6.5,9.1,4.59,6.4,0
504,41300,41587,14,7,5,3,839,5,2,1,6,1,1,0,0,0,9.8,8.5,6.7,8.195,7.0,0
378,95700,8364,18,4,2,2,426,2,1,1,20,1,0,0,0,0,9.6,5.0,9.6,6.13,5.2,0
454,202017,74854,15,2,4,2,976,8,1,1,26,1,0,0,0,0,7.2,8.0,9.9,8.879999999999999,8.8,0
546,75609,61088,13,3,1,3,435,1,2,1,13,1,0,0,0,0,7.0,2.5,7.55,6.175,4.6,0
830,211634,82015,6,7,4,1,53,13,2,1,31,1,0,0,0,0,6.6000000000000005,9.0,8.85,4.265,10.0,0
837,110045,12398,7,8,2,2,951,11,1,1,28,1,0,0,0,0,7.6,5.0,8.600000000000001,8.754999999999999,10.0,0
453,81901,7452,6,9,2,2,351,1,2,1,23,1,0,0,0,0,7.8,5.0,7.65,5.755,4.6,0
453,25703,92208,17,6,2,2,858,4,0,1,27,0,1,0,0,0,10.0,5.0,7.45,8.29,6.4,0
391,243717,38193,23,9,3,3,210,10,0,1,23,1,0,0,0,0,10.0,5.5,10.0,5.05,10.0,0
732,83115,84401,5,4,3,2,387,9,1,1,1,0,0,0,0,0,4.4,6.5,1.15,5.9350000000000005,9.399999999999999,0
637,239162,30345,18,5,2,1,113,2,1,1,30,1,0,0,0,0,10.0,6.0,10.0,4.5649999999999995,5.2,0
779,47676,90895,3,1,2,2,467,12,2,1,11,1,0,0,0,0,1.8000000000000003,5.0,5.25,6.335,10.0,0
430,212782,79335,22,9,1,3,424,12,2,1,0,1,0,0,0,0,10.0,2.5,7.4,6.12,10.0,0
749,211149,64196,2,9,2,3,910,1,2,1,20,1,0,0,0,0,6.199999999999999,4.0,6.4,8.55,4.6,0
572,141332,28053,16,9,2,3,641,5,2,1,28,1,0,0,0,0,10.0,4.0,10.0,7.205,7.0,0
476,240412,88220,21,3,2,3,411,11,0,1,29,1,0,0,0,0,10.0,4.0,10.0,6.055,10.0,0
348,196512,10015,18,8,2,2,399,5,2,1,41,1,0,0,0,0,10.0,5.0,10.0,5.995,7.0,0
654,187995,13657,14,3,3,3,371,6,2,1,0,0,0,0,1,0,7.4,5.5,2.8000000000000003,5.855,3.5999999999999996,0
607,49802,56116,5,6,3,1,443,3,2,1,21,1,0,0,0,0,5.6,7.5,7.15,6.215,5.8,0
345,110331,26951,11,5,2,2,392,7,1,0,41,1,0,0,0,0,7.4,5.0,10.0,1.96,8.2,0
601,213976,31521,18,8,3,3,37,2,2,1,7,1,0,0,0,0,10.0,5.5,7.65,4.185,5.2,0
707,211234,59431,5,3,1,2,116,9,2,1,12,1,0,0,0,0,3.8,3.5,5.8,4.58,9.399999999999999,0
488,144786,15731,10,1,3,2,801,0,1,1,13,1,0,0,0,0,4.6,6.5,6.95,8.004999999999999,4.0,0
428,85169,23744,19,9,1,2,974,4,1,1,41,1,0,0,0,0,10.0,3.5,10.0,8.870000000000001,6.4,0
836,88147,68094,19,9,3,3,549,5,1,1,0,1,0,0,1,0,10.0,5.5,6.800000000000001,6.745,3.0,0
565,42075,23423,9,3,2,2,195,10,0,1,31,1,0,0,0,0,5.4,5.0,9.45,4.975,10.0,0
417,102015,22568,15,2,2,3,204,12,2,1,37,1,0,0,0,0,7.2,4.0,10.0,5.02,10.0,0
763,225788,52411,17,4,3,2,155,2,2,1,11,1,0,0,0,0,9.200000000000001,6.5,8.05,4.775,5.2,0
443,29304,8934,13,8,1,3,781,1,2,0,46,1,0,0,0,0,10.0,2.5,10.0,3.905,4.6,0
741,149851,81945,3,6,2,3,881,2,2,1,44,1,0,0,0,0,4.8,4.0,10.0,8.405000000000001,5.2,0
499,140729,13172,11,1,3,3,698,2,2,1,46,0,0,0,0,0,5.0,5.5,9.1,7.49,5.2,0
456,79622,32358,19,8,3,3,137,6,1,1,15,1,0,1,0,0,10.0,5.5,9.05,4.6850000000000005,7.6,0
786,74215,71313,22,5,2,3,905,0,2,1,23,1,0,0,0,0,10.0,4.0,10.0,8.525,4.0,0
433,231218,24763,20,6,2,2,115,10,2,1,43,1,0,0,0,0,10.0,5.0,10.0,4.575,10.0,0
447,93973,53673,7,5,2,3,425,3,2,1,19,0,0,0,0,0,5.800000000000001,4.0,4.25,6.125,5.8,0
635,128654,90997,6,5,3,1,361,10,0,1,42,1,0,0,0,0,5.4,7.5,10.0,5.805,10.0,0
370,163593,72975,8,3,2,3,392,2,2,1,43,1,0,0,0,0,5.0,4.0,10.0,5.96,5.2,0
532,44028,12804,23,4,4,3,732,9,1,1,31,1,0,1,1,0,10.0,7.0,10.0,7.66,5.3999999999999995,0
633,59328,52594,24,5,2,3,358,10,2,1,26,1,0,0,0,0,10.0,4.0,10.0,5.79,10.0,0
389,47301,83748,16,2,1,1,490,6,2,1,33,1,0,0,0,0,7.6000000000000005,4.5,10.0,6.45,7.6,0
633,58015,92189,9,6,2,3,843,0,1,1,21,1,0,0,0,0,7.199999999999999,4.0,7.95,8.215,4.0,0
498,238348,92507,2,2,2,1,323,7,2,1,2,1,0,0,0,0,2.0,6.0,3.7,5.615,8.2,0
460,56845,72525,20,4,3,3,532,9,2,1,16,1,0,0,0,0,10.0,5.5,9.4,6.66,9.399999999999999,0
837,106818,78404,24,1,2,2,888,6,1,0,13,1,0,0,0,0,10.0,5.0,9.75,4.44,7.6,0
420,96394,29604,7,4,5,3,369,12,2,1,26,1,1,0,0,0,5.2,8.5,8.3,5.845,10.0,0
600,195231,27135,13,7,2,3,330,11,1,1,38,0,0,0,0,0,9.4,4.0,8.3,5.65,10.0,0
735,63714,42918,6,8,2,2,393,11,0,1,19,0,1,0,0,0,7.2,5.0,4.050000000000001,5.965,10.0,0
367,100722,55849,15,2,1,3,26,7,1,1,45,1,0,0,0,0,7.2,2.5,10.0,4.13,8.2,0
758,247802,35847,17,3,4,2,379,7,1,1,30,1,0,0,0,0,8.600000000000001,8.0,10.0,5.895,8.2,0
813,45230,48774,10,1,3,3,857,12,2,1,40,0,0,0,0,0,4.6,5.5,8.0,8.285,10.0,0
697,112554,65709,5,7,1,3,75,10,2,1,30,1,0,0,0,0,6.2,2.5,8.5,4.375,10.0,0
585,69262,15680,19,4,4,1,895,8,2,1,28,1,0,0,0,0,10.0,9.0,10.0,8.475,8.8,0
439,241273,60037,20,8,2,3,122,0,1,1,41,1,0,0,0,0,10.0,4.0,10.0,4.61,4.0,0
581,61722,63914,13,5,3,3,653,8,1,0,42,1,0,0,0,0,8.2,5.5,10.0,3.265,8.8,0
756,197431,31309,20,9,3,2,425,0,2,1,31,1,0,0,0,0,10.0,6.5,10.0,6.125,4.0,0
386,82796,15349,12,6,3,3,80,14,2,1,29,1,0,0,0,0,8.4,5.5,9.75,4.4,10.0,0
378,191231,80079,3,2,4,3,934,2,1,1,42,1,0,0,0,0,2.4000000000000004,7.0,9.9,8.67,5.2,0
504,107052,65820,19,1,4,2,70,12,1,1,26,1,0,0,0,0,8.200000000000001,8.0,10.0,4.35,10.0,0
636,120808,79996,19,1,5,1,453,6,0,1,18,1,0,0,0,0,8.200000000000001,10.0,9.5,6.265000000000001,7.6,0
553,241281,39553,10,9,1,3,978,14,0,1,27,1,0,0,0,0,9.399999999999999,2.5,9.05,8.89,10.0,0
603,156311,33525,17,1,2,2,323,12,1,1,44,0,0,0,1,0,7.4,5.0,10.0,5.615,7.199999999999999,0
679,111951,10948,0,3,3,2,492,7,2,1,9,1,0,0,0,0,1.7999999999999998,6.5,4.35,6.46,8.2,0
429,70886,19498,11,2,3,1,253,11,1,1,15,1,0,0,0,0,5.6000000000000005,7.5,7.45,5.265,10.0,0
575,123424,23991,17,4,2,3,830,4,0,1,30,1,0,0,0,0,9.200000000000001,4.0,10.0,8.15,6.4,0
482,178267,95510,6,1,1,3,526,0,2,1,9,1,0,0,0,0,3.0000000000000004,2.5,5.55,6.63,4.0,0
567,124697,64790,11,1,3,1,379,2,2,1,9,1,0,0,0,0,5.0,7.5,6.55,5.895,5.2,0
621,245931,12660,0,4,5,3,326,6,2,1,27,0,0,0,0,0,2.4,8.5,4.05,5.63,7.6,0
811,116299,31245,21,4,2,3,30,1,1,1,11,1,0,0,0,0,10.0,4.0,8.85,4.15,4.6,0
